San Miguel, x -1603, y 438
, x 2208, y 440
Redoubt, x -1753, y 442
Mainwaring, x -1314, y 445
, x 2388, y 447
, x -725, y 445
, x -993, y 445
, x -150, y 450
, x 996, y 449
, x 800, y 454
, x 505, y 455
, x 712, y 456
, x 299, y 465
, x 1260, y 467
, x -843, y 470
, x 61, y 470
, x 1151, y 476
, x 2422, y 477
, x 18, y 478
, x -251, y 487
, x 2235, y 491
, x 327, y 489
Rembrandt, x -1504, y 491
, x 396, y 497
, x 248, y 498
, x -667, y 501
, x 999, y 500
, x 910, y 505
, x -509, y 506
, x 2252, y 508
, x 419, y 522
, x 207, y 531
New Tuscany, x -1895, y 534
Nuncio, x -1273, y 534
, x -515, y 537
Prairie, x -1603, y 538
, x 2487, y 541
, x 6, y 546
Foshee, x -965, y 548
, x -1137, y 551
, x 1472, y 550
, x 883, y 552
, x 427, y 555
, x 289, y 556
, x -155, y 557
, x 207, y 559
, x 749, y 560
, x 393, y 578
, x 771, y 578
, x 66, y 586
, x -255, y 592
, x -402, y 595
, x -528, y 596
, x -700, y 598
, x 1198, y 601
, x -577, y 601
, x -3, y 611
, x 1672, y 611
, x 121, y 621
, x -357, y 627
, x -49, y 636
, x 1052, y 637
, x -346, y 647
, x 1939, y 661
, x 877, y 663
, x 972, y 663
, x 1834, y 669
, x 274, y 670
, x 136, y 670
, x -341, y 671
, x -435, y 678
, x -221, y 684
Pequod, x -1848, y 683
, x 1169, y 684
, x 450, y 688
Celebrant, x -1520, y 695
, x 1962, y 701
, x 352, y 715
, x 1734, y 719
, x 714, y 726
, x 191, y 735
, x -339, y 736
, x -892, y 748
, x 1761, y 761
Lima, x 266, y 780
, x 2044, y 782
Tyrel, x -2425, y 788
, x 1291, y 788
, x 1640, y 790
, x 2313, y 795
, x -310, y 803
, x 1058, y 810
Ajax, x 389, y 813
, x -790, y 814
, x 1827, y 816
, x -144, y 824
, x -1175, y 831
Selkirk, x -2135, y 833
, x 1898, y 843
, x -558, y 844
, x 1737, y 860
, x 902, y 862
, x 653, y 859
, x -289, y 866
, x 1780, y 867
, x 1564, y 883
, x -267, y 886
, x 1974, y 887
Babiiha, x -770, y 898
, x -162, y 899
, x -63, y 900
, x -38, y 907
, x 1660, y 932
, x -1507, y 941
, x -775, y 943
, x 1000, y 948
, x -534, y 957
Sankar, x 66, y 961
, x -235, y 967
, x -220, y 966
Chomanand, x -1900, y 983
Osmani, x -2522, y 987
, x 406, y 989
, x 1754, y 995
, x -879, y 1000
, x 2231, y 1008
, x 2024, y 1006
, x 569, y 1009
, x -351, y 1006
, x -1812, y 1010
, x -726, y 1020
, x 2104, y 1024
, x -159, y 1041
, x 1808, y 1048
, x -1033, y 1049
, x -321, y 1050
, x 1370, y 1056
, x -615, y 1056
, x -479, y 1063
, x -1092, y 1067
, x -386, y 1074
, x 772, y 1075
, x 1485, y 1074
Corovic, x -2281, y 1080
, x -683, y 1081
, x -586, y 1083
, x 1542, y 1089
, x 2307, y 1088
Portillo, x -1458, y 1092
, x -1902, y 1100
, x 309, y 1098
, x -1325, y 1101
, x 1157, y 1111
, x -852, y 1109
, x 1087, y 1113
, x 1296, y 1121
, x 2169, y 1121
, x -334, y 1122
, x -1399, y 1126
, x -1503, y 1132
, x 1573, y 1136
Rasmussen, x -925, y 1138
, x -1640, y 1140
, x -850, y 1155
, x -652, y 1157
, x -302, y 1190
, x 558, y 1194
, x -533, y 1192
Talmu, x -1360, y 1192
, x 306, y 1195
, x 53, y 1196
, x 1153, y 1198
, x -755, y 1202
, x -1497, y 1209
, x -1582, y 1213
, x -369, y 1216
, x -1270, y 1221
, x -527, y 1219
, x -1714, y 1225
, x -1417, y 1237
, x 466, y 1262
, x 757, y 1263
, x -475, y 1267
, x 1196, y 1270
, x -1, y 1272
, x -1555, y 1279
, x 1593, y 1283
, x -19, y 1293
Asgerd, x -1547, y 1304
, x -960, y 1306
, x -1431, y 1308
, x -379, y 1316
, x 1830, y 1315
, x 1389, y 1320
, x -1710, y 1323
, x -1395, y 1323
, x -124, y 1329
, x -652, y 1330
, x -287, y 1333
, x -1314, y 1334
, x 1459, y 1342
, x -1590, y 1345
, x 794, y 1358
, x -980, y 1359
, x 1760, y 1363
, x -65, y 1376
, x -1666, y 1374
, x 542, y 1377
, x 1155, y 1381
, x 268, y 1389
, x -1498, y 1397
, x -865, y 1402
, x -1529, y 1408
, x -1316, y 1416
, x 2168, y 1422
, x 1285, y 1423
, x 2010, y 1423
, x -400, y 1426
, x 802, y 1427
, x -350, y 1432
, x 63, y 1442
, x -447, y 1452
, x 558, y 1455
, x -291, y 1461
, x -222, y 1467
, x -154, y 1472
, x -39, y 1476
, x 325, y 1475
, x -927, y 1486
, x -967, y 1490
, x -1786, y 1495
, x -388, y 1517
, x 952, y 1519
, x -1158, y 1519
, x -815, y 1532
, x -1075, y 1538
, x -1003, y 1551
, x 1842, y 1552
, x 1405, y 1553
, x -377, y 1555
Erewhon, x 1452, y 1559
, x 321, y 1569
, x 303, y 1571
, x 1257, y 1575
, x -334, y 1586
, x -925, y 1587
, x -5, y 1589
, x -58, y 1596
, x 1158, y 1599
, x 1096, y 1603
, x -887, y 1623
, x -402, y 1626
, x -1194, y 1631
, x 53, y 1637
, x 126, y 1638
, x 1348, y 1641
, x -285, y 1646
, x 1520, y 1649
, x 699, y 1660
, x 832, y 1658
, x -13, y 1662
, x -1349, y 1663
, x -323, y 1673
, x -415, y 1683
, x -1829, y 1684
, x -1452, y 1686
, x -973, y 1693
, x -1101, y 1696
, x 951, y 1702
, x -806, y 1711
, x 1853, y 1715
, x -600, y 1723
, x -1727, y 1727
, x -1070, y 1731
, x -482, y 1747
, x -1534, y 1751
, x -1624, y 1751
, x 1735, y 1763
, x -1643, y 1765
, x 936, y 1780
, x 476, y 1781
, x -513, y 1783
, x 567, y 1786
, x -1689, y 1807
, x 1276, y 1813
, x 296, y 1813
, x -455, y 1817
Matapan, x -1604, y 1816
, x 986, y 1816
, x 704, y 1826
, x -1670, y 1828
, x 70, y 1829
, x -1556, y 1831
, x -1233, y 1835
, x 1248, y 1857
, x -153, y 1872
, x -1693, y 1885
, x -679, y 1892
, x -1835, y 1899
, x -587, y 1901
, x 806, y 1904
, x 5, y 1906
, x 1606, y 1912
, x -1619, y 1923
, x 472, y 1929
, x -1574, y 1929
, x 668, y 1934
, x -1654, y 1932
, x 881, y 1942
, x 391, y 1940
, x -1673, y 1951
, x -253, y 1960
, x -1086, y 1962
, x 309, y 1961
, x -1307, y 1962
, x 1363, y 1970
, x 1773, y 1975
, x 420, y 1977
, x -802, y 1979
, x -703, y 1981
, x -796, y 1997
, x 658, y 2001
, x -900, y 2002
, x 468, y 2011
, x 352, y 2011
, x -1020, y 2010
, x 1182, y 2015
, x 428, y 2034
, x 1486, y 2036
, x 315, y 2043
, x -761, y 2046
, x 885, y 2048
, x -1002, y 2050
Manticore, x 256, y 2055
, x 646, y 2067
, x 458, y 2071
, x 1388, y 2073
, x -394, y 2080
, x 806, y 2085
, x -645, y 2090
, x -1380, y 2093
, x -160, y 2099
, x 373, y 2094
, x -977, y 2103
, x -1931, y 2105
, x 528, y 2105
, x -1239, y 2112
, x 639, y 2117
, x -57, y 2120
, x -1314, y 2126
, x -314, y 2124
, x 783, y 2126
, x -547, y 2131
, x 1005, y 2137
, x 296, y 2138
, x -1541, y 2138
, x -988, y 2139
, x 1291, y 2146
, x 755, y 2146
, x 502, y 2145
, x 630, y 2151
, x -758, y 2150
, x -454, y 2153
, x 1169, y 2152
, x -1660, y 2163
, x -983, y 2175
, x 368, y 2180
, x 1014, y 2178
, x -47, y 2184
, x 238, y 2185
, x -1191, y 2186
, x 857, y 2190
, x 291, y 2197
, x 679, y 2202
, x 1248, y 2207
, x 445, y 2206
, x -529, y 2209
, x -791, y 2214
Durandel, x -595, y 2218
, x 109, y 2219
, x 738, y 2221
, x 232, y 2232
, x 383, y 2232
, x 1496, y 2236
, x 587, y 2237
Gregor, x -440, y 2238
, x 915, y 2238
, x -498, y 2241
, x 812, y 2248
, x 285, y 2253
, x -370, y 2264
, x -704, y 2266
, x -1622, y 2271
, x 492, y 2274
, x 316, y 2277
, x 408, y 2279
, x 1439, y 2286
, x 834, y 2289
, x 671, y 2289
, x 861, y 2290
, x 805, y 2291
, x -856, y 2291
, x 986, y 2292
, x -59, y 2304
, x 1323, y 2308
, x 1631, y 2314
, x -302, y 2315
, x -790, y 2316
, x -382, y 2319
, x -1300, y 2317
, x 378, y 2323
, x 938, y 2328
, x 219, y 2331
, x 771, y 2333
, x 634, y 2337
, x -1106, y 2336
, x -1691, y 2354
, x 1267, y 2355
, x 317, y 2365
, x -1396, y 2367
, x 1761, y 2365
, x 958, y 2366
, x 1520, y 2370
, x -686, y 2370
, x 825, y 2373
, x -1694, y 2373
, x 897, y 2377
, x 728, y 2379
, x -938, y 2377
, x 89, y 2379
, x -747, y 2383
, x 1565, y 2383
, x 1403, y 2389
Trevor's Star, x 984, y 2389
, x -808, y 2390
New Berlin, x -559, y 2393
, x -188, y 2395
, x -306, y 2397
, x -1541, y 2397
, x -77, y 2403
, x -625, y 2408
, x 1025, y 2415
, x -1135, y 2416
, x 730, y 2419
, x 983, y 2421
, x 790, y 2424
, x 1515, y 2434
, x -1211, y 2435
, x 719, y 2439
, x 933, y 2444
, x 353, y 2443
, x 224, y 2452
, x -653, y 2453
, x 1082, y 2456
, x -1330, y 2454
, x -733, y 2475
, x 854, y 2477
, x 315, y 2479
, x 750, y 2482
, x -220, y 2484
, x -969, y 2489
, x 1047, y 2492
, x 1135, y 2493
, x 707, y 2494
, x -1559, y 2496
, x -364, y 2498
, x 1362, y 2505
, x 243, y 2508
, x -489, y 2510
, x -623, y 2513
, x 1266, y 2517
, x 1062, y 2516
, x 1464, y 2525
, x 802, y 2525
, x -408, y 2528
, x -1399, y 2532
, x -1114, y 2544
, x 1566, y 2544
, x -327, y 2551
, x -689, y 2551
Psyche, x -44, y 2553
, x 507, y 2554
, x -1489, y 2556
, x 1352, y 2558
Lovat, x 1076, y 2559
, x 35, y 2561
, x -1255, y 2560
, x 569, y 2562
, x -478, y 2563
, x -772, y 2569
, x -53, y 2571
, x -1955, y 2570
Slocum, x -144, y 2576
, x 993, y 2576
, x 1059, y 2580
Saginaw, x 22, y 2583
, x -567, y 2583
, x -976, y 2589
, x 851, y 2591
, x -31, y 2591
, x 728, y 2593
Midgard, x -1254, y 2594
, x 1627, y 2596
, x 1137, y 2596
Creswell, x -71, y 2598
Trellis, x -164, y 2602
Magyar, x -123, y 2612
, x 1328, y 2613
, x 28, y 2617
Hera, x -9, y 2611
, x 1452, y 2622
, x 1030, y 2622
Schiller, x -143, y 2620
Marsh, x -247, y 2623
, x -1587, y 2623
, x 1100, y 2626
, x -1469, y 2626
, x -1682, y 2628
, x -587, y 2628
Sharon's Star, x -91, y 2631
Sachsen, x -185, y 2630
, x -1171, y 2633
, x 1234, y 2637
Sigma, x -37, y 2639
Zorester, x -149, y 2646
, x -1071, y 2650
Haven, x 1191, y 2652
Posnan, x -92, y 2651
, x -366, y 2653
Lutrell, x 26, y 2651
Arendscheldt, x -63, y 2658
, x 1554, y 2663
Lua Hiller, x -160, y 2666
, x -956, y 2675
, x -1221, y 2679
Hillman, x 80, y 2683
, x 1047, y 2686
, x 1318, y 2686
, x -1613, y 2686
, x 620, y 2688
, x -395, y 2689
, x 1540, y 2690
Tyler's Star, x -88, y 2689
, x 1604, y 2690
, x -169, y 2696
, x 699, y 2699
, x 212, y 2697
Libau, x -226, y 2699
, x -284, y 2711
Telmach, x -146, y 2712
, x 983, y 2714
, x 375, y 2713
, x -1252, y 2714
Silesia, x -54, y 2725
, x 1135, y 2727
, x -1170, y 2725
Gosset, x -201, y 2729
, x 677, y 2742
, x -579, y 2741
Breslau, x -216, y 2748
, x 1309, y 2752
, x 869, y 2752
Brinkman, x -112, y 2755
, x 1109, y 2757
Hume, x -173, y 2754
, x 933, y 2760
, x -1450, y 2761
, x 212, y 2772
, x -487, y 2787
, x 1455, y 2787
, x 1033, y 2792
, x -1601, y 2793
, x 955, y 2801
, x 364, y 2808
, x -202, y 2819
, x 743, y 2823
, x 515, y 2825
, x -1450, y 2825
, x -992, y 2826
, x -729, y 2827
, x 1689, y 2828
, x -1688, y 2830
, x 854, y 2835
, x -1168, y 2837
, x 1193, y 2841
, x 1407, y 2840
Tumult, x -10, y 2841
Terrance, x 87, y 2848
, x -1489, y 2857
, x -1304, y 2861
, x 1308, y 2864
, x -1077, y 2869
Carlton, x -150, y 2878
Sarah, x -94, y 2886
, x 1489, y 2890
, x -725, y 2893
Basilisk, x 256, y 2895
, x 1197, y 2899
, x 1506, y 2907
Jarmon, x 12, y 2912
Hendrikson, x 12, y 2912
Willis, x 12, y 2912
, x -1237, y 2916
, x 946, y 2919
, x 1051, y 2927
, x -1155, y 2944
, x 1341, y 2967
, x 780, y 2988
, x 178, y 2987
, x -409, y 3003
, x 460, y 3028
, x 1620, y 3039
, x 82, y 3052
, x -106, y 3091
, x 898, y 3098
, x -709, y 3115
, x 875, y -708
, x -189, y -685
, x 465, y -672
, x 233, y -672
, x -130, y -671
, x -496, y -653
, x 357, y -622
, x -124, y -623
, x -389, y -604
, x -311, y -597
, x 327, y -587
, x -933, y -575
, x -920, y -564
, x -1294, y -558
, x 604, y -558
, x 430, y -552
, x 948, y -537
, x -218, y -535
, x 350, y -521
, x -118, y -518
, x -126, y -501
, x -320, y -493
, x 1252, y -484
, x 293, y -478
, x -12, y -480
, x -1216, y -475
, x 1009, y -475
, x -274, y -475
, x -1005, y -468
, x 853, y -463
, x 1385, y -450
, x 474, y -445
, x -448, y -444
, x 1167, y -442
, x -621, y -436
, x -1150, y -436
, x 1146, y -433
, x -88, y -433
, x -956, y -430
, x 222, y -431
, x 1058, y -425
, x -74, y -411
, x -1490, y -404
, x 42, y -387
, x -969, y -381
, x -250, y -365
, x -1832, y -363
, x 897, y -360
, x 12, y -356
, x -105, y -355
, x -248, y -349
, x 433, y -350
, x 384, y -348
Saltash, x -1330, y -343
, x 1229, y -345
, x -1197, y -341
, x -1092, y -337
Meyers, x -2246, y -335
, x 279, y -321
, x 910, y -311
, x -1166, y -309
, x -32, y -307
, x 2249, y -305
, x 1621, y -305
, x -73, y -303
, x -1551, y -301
, x 10, y -293
, x 1012, y -291
, x -94, y -287
, x -1003, y -288
, x 415, y -274
, x -1019, y -271
, x 584, y -246
, x 2021, y -240
, x -617, y -211
, x -925, y -209
Howard, x -1848, y -208
, x -269, y -202
, x -1011, y -195
, x -1186, y -197
, x -1189, y -182
, x 2125, y -174
, x 329, y -166
Taylor, x -2135, y -167
, x -1007, y -164
, x 1157, y -150
, x -363, y -151
, x 1880, y -142
, x -1057, y -131
, x 1411, y -127
, x 772, y -124
Monica, x -2075, y -118
, x 347, y -108
, x 1796, y -106
, x -611, y -96
, x -1492, y -88
Sasebo, x -568, y -88
, x 1584, y -87
, x 561, y -84
, x -953, y -85
, x 1307, y -64
Zale, x -2337, y -63
, x -359, y -65
, x 1733, y -60
, x -1012, y -54
, x 803, y -50
, x 1854, y -42
, x 1524, y -39
, x 1606, y -35
, x -1357, y -22
, x 2367, y -19
, x -18, y -8
, x 1774, y -3
Sol, x 0, y 0
, x 1483, y 2
, x 566, y 4
, x 912, y 10
, x 1665, y 16
, x -147, y 17
, x 2079, y 21
, x 1942, y 28
, x 1354, y 29
, x 1609, y 40
, x 1762, y 39
, x 1562, y 43
, x 1883, y 46
, x 2427, y 47
, x 789, y 51
, x 129, y 54
, x 999, y 62
, x 1827, y 68
, x -540, y 83
, x 1382, y 87
Montana, x -1658, y 85
, x 1227, y 88
, x 1160, y 94
, x 1938, y 104
, x 751, y 107
, x -177, y 105
, x 1445, y 108
, x -759, y 106
, x -1092, y 109
, x 2012, y 115
, x 2324, y 122
, x 1331, y 126
, x -181, y 126
Tillerman, x -1945, y 137
, x 1003, y 140
, x 2585, y 156
, x 1534, y 171
, x 1862, y 169
Beowulf, x -41, y 172
, x 824, y 174
, x 668, y 177
, x 1031, y 179
, x 1456, y 190
Talbott, x -1847, y 192
, x 731, y 208
, x 1954, y 207
Lynx, x -1174, y 214
, x 1162, y 221
, x 1532, y 226
, x 1665, y 229
, x 2217, y 231
, x -538, y 230
, x -376, y 244
, x 574, y 244
, x 2172, y 244
, x 2304, y 249
, x 373, y 251
, x 1697, y 256
, x 172, y 257
, x 1163, y 260
Hannessy, x 2471, y 261
, x 292, y 261
, x -64, y 265
, x -752, y 273
, x 2379, y 274
, x 1935, y 275
, x 702, y 279
, x 824, y 280
, x 1211, y 280
, x 764, y 281
, x 2593, y 288
Dresden, x -1751, y 294
, x 1635, y 324
, x 2703, y 325
, x 91, y 326
, x 2202, y 328
, x 1729, y 331
, x 878, y 331
, x 2271, y 337
, x 1, y 337
, x -590, y 335
Marian, x -1944, y 337
Split, x -1213, y 337
Spindle, x -1450, y 340
, x -1038, y 352
, x -1126, y 353
, x 1835, y 353
, x 530, y 353
Terra Haute, x 2459, y 360
, x 1197, y 363
, x 854, y 365
, x 1956, y 372
, x 764, y 373
, x 1499, y 379
, x 1015, y 378
, x 228, y 380
, x 1306, y 383
, x 954, y 383
, x 1055, y 388
, x 372, y 388
Scarlet, x -2043, y 390
, x -114, y 392
, x 2380, y 394
, x -706, y 401
, x 9, y 408
, x -602, y 409
, x 1591, y 411
, x -231, y 419
, x 1358, y 429
, x 869, y 430
, x 2011, y 435
San Miguel, x -1603, y 438
, x 2208, y 440
Redoubt, x -1753, y 442
Mainwaring, x -1314, y 445
, x 2388, y 447
, x -725, y 445
, x -993, y 445
, x -150, y 450
, x 996, y 449
, x 800, y 454
, x 505, y 455
, x 712, y 456
, x 299, y 465
, x 1260, y 467
, x -843, y 470
, x 61, y 470
, x 1151, y 476
, x 2422, y 477
, x 18, y 478
, x -251, y 487
, x 2235, y 491
, x 327, y 489
Rembrandt, x -1504, y 491
, x 396, y 497
, x 248, y 498
, x -667, y 501
, x 999, y 500
, x 910, y 505
, x -509, y 506
, x 2252, y 508
, x 419, y 522
, x 207, y 531
New Tuscany, x -1895, y 534
Nuncio, x -1273, y 534
, x -515, y 537
Prairie, x -1603, y 538
, x 2487, y 541
, x 6, y 546
Foshee, x -965, y 548
, x -1137, y 551
, x 1472, y 550
, x 883, y 552
, x 427, y 555
, x 289, y 556
, x -155, y 557
, x 207, y 559
, x 749, y 560
, x 393, y 578
, x 771, y 578
, x 66, y 586
, x -255, y 592
, x -402, y 595
, x -528, y 596
, x -700, y 598
, x 1198, y 601
, x -577, y 601
, x -3, y 611
, x 1672, y 611
, x 121, y 621
, x -357, y 627
, x -49, y 636
, x 1052, y 637
, x -346, y 647
, x 1939, y 661
, x 877, y 663
, x 972, y 663
, x 1834, y 669
, x 274, y 670
, x 136, y 670
, x -341, y 671
, x -435, y 678
, x -221, y 684
Pequod, x -1848, y 683
, x 1169, y 684
, x 450, y 688
Celebrant, x -1520, y 695
, x 1962, y 701
, x 352, y 715
, x 1734, y 719
, x 714, y 726
, x 191, y 735
, x -339, y 736
, x -892, y 748
, x 1761, y 761
Lima, x 266, y 780
, x 2044, y 782
Tyrel, x -2425, y 788
, x 1291, y 788
, x 1640, y 790
, x 2313, y 795
, x -310, y 803
, x 1058, y 810
Ajax, x 389, y 813
, x -790, y 814
, x 1827, y 816
, x -144, y 824
, x -1175, y 831
Selkirk, x -2135, y 833
, x 1898, y 843
, x -558, y 844
, x 1737, y 860
, x 902, y 862
, x 653, y 859
, x -289, y 866
, x 1780, y 867
, x 1564, y 883
, x -267, y 886
, x 1974, y 887
Babiiha, x -770, y 898
, x -162, y 899
, x -63, y 900
, x -38, y 907
, x 1660, y 932
, x -1507, y 941
, x -775, y 943
, x 1000, y 948
, x -534, y 957
Sankar, x 66, y 961
, x -235, y 967
, x -220, y 966
Chomanand, x -1900, y 983
Osmani, x -2522, y 987
, x 406, y 989
, x 1754, y 995
, x -879, y 1000
, x 2231, y 1008
, x 2024, y 1006
, x 569, y 1009
, x -351, y 1006
, x -1812, y 1010
, x -726, y 1020
, x 2104, y 1024
, x -159, y 1041
, x 1808, y 1048
, x -1033, y 1049
, x -321, y 1050
, x 1370, y 1056
, x -615, y 1056
, x -479, y 1063
, x -1092, y 1067
, x -386, y 1074
, x 772, y 1075
, x 1485, y 1074
Corovic, x -2281, y 1080
, x -683, y 1081
, x -586, y 1083
, x 1542, y 1089
, x 2307, y 1088
Portillo, x -1458, y 1092
, x -1902, y 1100
, x 309, y 1098
, x -1325, y 1101
, x 1157, y 1111
, x -852, y 1109
, x 1087, y 1113
, x 1296, y 1121
, x 2169, y 1121
, x -334, y 1122
, x -1399, y 1126
, x -1503, y 1132
, x 1573, y 1136
Rasmussen, x -925, y 1138
, x -1640, y 1140
, x -850, y 1155
, x -652, y 1157
, x -302, y 1190
, x 558, y 1194
, x -533, y 1192
Talmu, x -1360, y 1192
, x 306, y 1195
, x 53, y 1196
, x 1153, y 1198
, x -755, y 1202
, x -1497, y 1209
, x -1582, y 1213
, x -369, y 1216
, x -1270, y 1221
, x -527, y 1219
, x -1714, y 1225
, x -1417, y 1237
, x 466, y 1262
, x 757, y 1263
, x -475, y 1267
, x 1196, y 1270
, x -1, y 1272
, x -1555, y 1279
, x 1593, y 1283
, x -19, y 1293
Asgerd, x -1547, y 1304
, x -960, y 1306
, x -1431, y 1308
, x -379, y 1316
, x 1830, y 1315
, x 1389, y 1320
, x -1710, y 1323
, x -1395, y 1323
, x -124, y 1329
, x -652, y 1330
, x -287, y 1333
, x -1314, y 1334
, x 1459, y 1342
, x -1590, y 1345
, x 794, y 1358
, x -980, y 1359
, x 1760, y 1363
, x -65, y 1376
, x -1666, y 1374
, x 542, y 1377
, x 1155, y 1381
, x 268, y 1389
, x -1498, y 1397
, x -865, y 1402
, x -1529, y 1408
, x -1316, y 1416
, x 2168, y 1422
, x 1285, y 1423
, x 2010, y 1423
, x -400, y 1426
, x 802, y 1427
, x -350, y 1432
, x 63, y 1442
, x -447, y 1452
, x 558, y 1455
, x -291, y 1461
, x -222, y 1467
, x -154, y 1472
, x -39, y 1476
, x 325, y 1475
, x -927, y 1486
, x -967, y 1490
, x -1786, y 1495
, x -388, y 1517
, x 952, y 1519
, x -1158, y 1519
, x -815, y 1532
, x -1075, y 1538
, x -1003, y 1551
, x 1842, y 1552
, x 1405, y 1553
, x -377, y 1555
Erewhon, x 1452, y 1559
, x 321, y 1569
, x 303, y 1571
, x 1257, y 1575
, x -334, y 1586
, x -925, y 1587
, x -5, y 1589
, x -58, y 1596
, x 1158, y 1599
, x 1096, y 1603
, x -887, y 1623
, x -402, y 1626
, x -1194, y 1631
, x 53, y 1637
, x 126, y 1638
, x 1348, y 1641
, x -285, y 1646
, x 1520, y 1649
, x 699, y 1660
, x 832, y 1658
, x -13, y 1662
, x -1349, y 1663
, x -323, y 1673
, x -415, y 1683
, x -1829, y 1684
, x -1452, y 1686
, x -973, y 1693
, x -1101, y 1696
, x 951, y 1702
, x -806, y 1711
, x 1853, y 1715
, x -600, y 1723
, x -1727, y 1727
, x -1070, y 1731
, x -482, y 1747
, x -1534, y 1751
, x -1624, y 1751
, x 1735, y 1763
, x -1643, y 1765
, x 936, y 1780
, x 476, y 1781
, x -513, y 1783
, x 567, y 1786
, x -1689, y 1807
, x 1276, y 1813
, x 296, y 1813
, x -455, y 1817
